session_id,user_id,session_date,platform,daily_usage_minutes,device_type,notifications_received,sessions_per_day,scroll_distance_meters,videos_watched,stories_viewed,ads_clicked,time_of_day
SESS008073,USR04604,2023-04-02,TikTok,11.3,Tablet,200.0,8,49.29,82,39,16,Late Night
SESS008074,USR03293,2023-10-15,YouTube,25.6,Mobile,128.0,8,18.99,87,7,2,Afternoon
SESS008075,USR02665,2023-04-19,Twitter/X,53.2,Desktop,55.0,3,46.43,16,50,20,Morning
SESS008076,USR03245,2023-10-16,LinkedIn,61.7,Mobile,89.0,3,40.79,58,15,14,Late Night
SESS008077,USR02854,2023-12-25,Facebook,45.3,Mobile,80.0,5,135.12,54,16,15,Morning
SESS008078,USR00775,2023-01-12,Instagram,105.8,Mobile,167.0,24,67.37,43,34,16,Afternoon
SESS008079,USR01585,2023-06-14,Twitter/X,49.1,Tablet,166.0,13,5.85,62,25,12,Evening
SESS008080,USR02621,2023-04-10,LinkedIn,36.1,Desktop,86.0,9,20.8,48,35,3,Morning
SESS008081,USR01973,2023-08-24,Instagram,45.4,Mobile,199.0,14,191.21,2,28,4,Morning
SESS008082,USR04911,2023-01-15,YouTube,75.8,Tablet,34.0,26,37.04,13,1,13,Evening
SESS008083,USR00441,2023-03-02,TikTok,19.0,Desktop,91.0,13,43.47,75,50,1,Late Night
SESS008084,USR01211,2023-04-27,Instagram,71.0,Mobile,177.0,27,99.94,75,50,2,Afternoon
SESS008085,USR04475,2023-11-25,Instagram,97.8,Tablet,104.0,13,44.37,84,0,8,Evening
SESS008086,USR01928,2023-09-02,Snapchat,98.8,Desktop,161.0,21,4.28,19,20,14,Late Night
SESS008087,USR01989,2023-12-29,TikTok,29.7,Mobile,147.0,30,48.51,99,1,4,Evening
SESS008088,USR00333,2023-07-20,LinkedIn,28.2,Mobile,47.0,20,74.04,56,40,18,Morning
SESS008089,USR03579,2023-12-26,Twitter/X,39.5,Desktop,29.0,30,44.68,69,31,13,Late Night
SESS008090,USR00240,2023-01-15,Twitter/X,8.3,Desktop,154.0,10,35.38,91,23,13,Morning
SESS008091,USR01600,2023-12-07,LinkedIn,126.3,Mobile,36.0,21,26.38,32,1,19,Late Night
SESS008092,USR04576,2023-08-22,Pinterest,33.5,Mobile,99.0,14,39.39,8,6,2,Evening
SESS008093,USR00529,2023-04-05,Pinterest,,Desktop,,22,,19,2,9,Morning
SESS008094,USR03791,2023-01-03,TikTok,107.1,Tablet,199.0,30,22.07,31,8,0,Afternoon
SESS008095,USR04109,2023-12-10,Instagram,149.1,Tablet,134.0,2,15.78,36,16,5,Late Night
SESS008096,USR00939,2023-04-21,LinkedIn,73.0,Desktop,93.0,10,46.28,64,20,9,Morning
SESS008097,USR03762,2023-03-20,Snapchat,66.0,Mobile,67.0,16,38.72,61,11,16,Evening
SESS008098,USR02520,2023-05-23,Pinterest,59.3,Desktop,5.0,24,31.47,71,43,9,Evening
SESS008099,USR02710,2023-09-23,Pinterest,38.1,Tablet,26.0,26,16.89,87,14,10,Morning
SESS008100,USR04491,2023-11-08,TikTok,19.1,Desktop,88.0,26,16.87,61,29,16,Evening
SESS008101,USR00127,2023-04-09,YouTube,33.3,Tablet,36.0,19,23.48,27,14,19,Afternoon
SESS008102,USR04276,2023-03-14,Facebook,95.1,Desktop,6.0,14,12.32,36,0,9,Afternoon
SESS008103,USR02881,2023-04-27,Facebook,62.7,Desktop,143.0,20,18.59,91,33,6,Late Night
SESS008104,USR04718,2023-11-28,Pinterest,8.2,Mobile,196.0,26,18.74,80,4,4,Evening
SESS008105,USR01316,2023-08-27,Instagram,85.5,Mobile,97.0,10,27.5,76,40,12,Late Night
SESS008106,USR04101,2023-09-04,Twitter/X,17.7,Tablet,14.0,14,136.67,98,14,5,Afternoon
SESS008107,USR01289,2023-07-07,Instagram,13.6,Desktop,45.0,21,86.82,96,25,2,Morning
SESS008108,USR02167,2023-08-04,Facebook,,Mobile,,3,,57,5,20,Evening
SESS008109,USR04992,2023-09-09,LinkedIn,85.4,Tablet,13.0,20,32.7,16,30,12,Afternoon
SESS008110,USR04732,2023-09-01,Twitter/X,103.4,Mobile,130.0,20,9.87,5,20,6,Morning
SESS008111,USR00823,2023-11-10,Facebook,54.0,Tablet,124.0,22,13.63,6,50,11,Morning
SESS008112,USR04614,2023-05-19,Snapchat,60.4,Desktop,117.0,8,96.36,63,0,18,Afternoon
SESS008113,USR00537,2023-07-12,Instagram,117.8,Desktop,188.0,14,24.97,95,9,20,Afternoon
SESS008114,USR04369,2023-07-18,Facebook,83.6,Mobile,81.0,3,19.78,57,7,14,Morning
SESS008115,USR01975,2023-10-07,Instagram,115.5,Desktop,54.0,8,0.65,16,21,8,Late Night
SESS008116,USR04774,2023-06-16,Facebook,98.8,Mobile,161.0,8,9.77,9,26,15,Late Night
SESS008117,USR01793,2023-04-15,Snapchat,110.9,Desktop,199.0,23,18.49,87,32,18,Afternoon
SESS008118,USR01523,2023-04-06,Pinterest,32.7,Mobile,6.0,23,38.35,13,28,2,Evening
SESS008119,USR00196,2023-05-22,TikTok,28.4,Tablet,109.0,22,64.67,97,2,6,Late Night
SESS008120,USR00929,2023-03-01,LinkedIn,220.0,Mobile,21.0,26,13.83,67,46,0,Morning
SESS008121,USR03931,2023-05-31,TikTok,36.9,Desktop,163.0,9,59.96,93,14,6,Evening
SESS008122,USR01274,2023-09-16,Instagram,13.1,Desktop,184.0,9,4.27,88,29,19,Afternoon
SESS008123,USR04486,2023-05-25,Snapchat,18.7,Tablet,180.0,19,114.27,23,21,1,Late Night
SESS008124,USR01182,2023-03-21,TikTok,76.6,Desktop,62.0,4,13.67,38,43,15,Morning
SESS008125,USR00229,2023-08-03,Pinterest,55.2,Desktop,89.0,13,7.32,54,24,10,Late Night
SESS008126,USR04155,2023-11-29,YouTube,78.9,Tablet,64.0,25,62.52,73,37,4,Afternoon
SESS008127,USR03460,2023-10-15,Pinterest,193.6,Mobile,136.0,25,123.3,50,13,16,Morning
SESS008128,USR04276,2023-11-06,Facebook,483.3,Tablet,157.0,14,44.87,41,45,13,Morning
SESS008129,USR03800,2023-09-18,Facebook,51.9,Mobile,160.0,20,61.6,62,15,1,Morning
SESS008130,USR03620,2023-10-09,YouTube,65.6,Mobile,162.0,28,127.99,61,26,14,Afternoon
SESS008131,USR00604,2023-01-19,Twitter/X,24.3,Tablet,22.0,16,26.2,6,38,18,Morning
SESS008132,USR03148,2023-09-07,Instagram,59.4,Desktop,40.0,10,33.94,33,1,4,Afternoon
SESS008133,USR04069,2023-08-14,Pinterest,38.5,Tablet,115.0,27,45.11,21,26,5,Evening
SESS008134,USR02709,2023-07-03,Pinterest,6.1,Tablet,60.0,12,30.48,92,30,1,Evening
SESS008135,USR04463,2023-09-01,TikTok,38.2,Tablet,109.0,17,20.86,61,1,9,Afternoon
SESS008136,USR01842,2023-11-21,Facebook,99.6,Tablet,200.0,10,24.39,100,11,2,Late Night
SESS008137,USR00922,2023-05-27,TikTok,86.5,Tablet,38.0,24,12.67,17,0,2,Evening
SESS008138,USR02850,2023-08-12,Instagram,46.3,Mobile,191.0,12,8.99,46,10,11,Morning
SESS008139,USR00356,2023-06-26,TikTok,19.2,Desktop,162.0,9,5.97,28,4,0,Late Night
SESS008140,USR03829,2023-09-29,Facebook,68.7,Mobile,90.0,28,10.72,41,47,15,Morning
SESS008141,USR02877,2023-06-23,Twitter/X,358.5,Desktop,189.0,13,20.83,59,41,17,Late Night
SESS008142,USR03371,2023-12-13,Twitter/X,331.0,Tablet,107.0,6,20.33,54,49,16,Afternoon
SESS008143,USR01279,2023-08-13,Instagram,114.8,Tablet,42.0,28,56.86,60,18,5,Afternoon
SESS008144,USR00210,2023-10-09,Twitter/X,111.6,Mobile,142.0,5,50.85,43,18,20,Afternoon
SESS008145,USR03866,2023-07-10,YouTube,181.3,Tablet,43.0,29,13.22,41,6,17,Afternoon
SESS008146,USR00026,2023-07-21,YouTube,82.2,Mobile,86.0,7,184.76,68,11,13,Evening
SESS008147,USR04534,2023-06-03,Snapchat,29.8,Desktop,83.0,2,22.84,59,10,19,Afternoon
SESS008148,USR04679,2023-07-07,LinkedIn,39.4,Desktop,136.0,17,38.75,41,37,11,Afternoon
SESS008149,USR02008,2023-02-14,Pinterest,23.1,Mobile,189.0,14,18.49,58,45,12,Evening
SESS008150,USR04397,2023-12-23,Instagram,51.6,Desktop,85.0,14,224.39,89,39,5,Afternoon
SESS008151,USR03128,2023-10-25,YouTube,183.1,Tablet,149.0,12,14.37,34,6,4,Late Night
SESS008152,USR04242,2023-04-02,LinkedIn,109.7,Desktop,34.0,6,40.18,79,35,20,Morning
SESS008153,USR00793,2023-05-22,Facebook,37.7,Mobile,100.0,25,112.02,93,45,1,Afternoon
SESS008154,USR02534,2023-03-12,LinkedIn,51.3,Desktop,51.0,10,34.7,64,26,16,Morning
SESS008155,USR00357,2023-08-18,Snapchat,77.0,Tablet,103.0,22,10.24,76,5,15,Afternoon
SESS008156,USR03631,2023-10-18,TikTok,,Mobile,,12,,93,18,8,Afternoon
SESS008157,USR02690,2023-05-04,Twitter/X,105.8,Desktop,199.0,30,6.58,12,3,13,Morning
SESS008158,USR02080,2023-05-16,Facebook,25.1,Tablet,14.0,9,60.95,65,34,6,Evening
SESS008159,USR01923,2023-07-17,TikTok,65.7,Tablet,25.0,14,16.86,54,42,13,Morning
SESS008160,USR03422,2023-10-03,Instagram,33.1,Mobile,93.0,28,20.54,16,50,10,Afternoon
SESS008161,USR01647,2023-12-15,Facebook,92.3,Mobile,155.0,28,32.41,77,29,18,Late Night
SESS008162,USR03013,2023-03-07,Facebook,45.5,Desktop,110.0,21,31.64,11,39,1,Afternoon
SESS008163,USR04869,2023-12-01,Snapchat,15.8,Tablet,156.0,20,15.23,8,15,0,Evening
SESS008164,USR04723,2023-11-12,Instagram,120.3,Tablet,104.0,22,33.1,10,31,6,Evening
SESS008165,USR00932,2023-12-09,TikTok,36.7,Mobile,19.0,27,82.18,86,42,16,Afternoon
SESS008166,USR04020,2023-10-14,TikTok,55.3,Desktop,47.0,2,15.85,56,45,0,Afternoon
SESS008167,USR02001,2023-07-05,Facebook,17.2,Desktop,96.0,26,10.22,97,20,10,Morning
SESS008168,USR04717,2023-02-16,Snapchat,16.4,Mobile,20.0,28,48.07,100,27,20,Late Night
SESS008169,USR01533,2023-07-24,Instagram,78.7,Desktop,46.0,10,7.38,34,7,6,Morning
SESS008170,USR01215,2023-06-27,Snapchat,28.9,Tablet,172.0,10,84.03,86,27,19,Late Night
SESS008171,USR01642,2023-03-15,Snapchat,11.4,Mobile,5.0,8,88.51,45,10,7,Morning
SESS008172,USR01552,2023-04-04,Facebook,26.1,Tablet,41.0,20,18.21,94,18,10,Afternoon
SESS008173,USR00776,2023-12-08,Pinterest,78.9,Desktop,112.0,7,47.64,75,39,6,Evening
SESS008174,USR03794,2023-09-24,Snapchat,86.5,Desktop,175.0,19,87.15,81,4,19,Late Night
SESS008175,USR02308,2023-09-09,LinkedIn,,Desktop,,15,,44,34,0,Late Night
SESS008176,USR04779,2023-04-17,Facebook,56.9,Tablet,80.0,22,32.93,30,2,6,Late Night
SESS008177,USR03656,2023-06-17,Twitter/X,27.7,Mobile,178.0,25,49.39,5,27,19,Morning
SESS008178,USR00132,2023-02-25,Snapchat,65.9,Mobile,53.0,24,156.9,4,3,15,Afternoon
SESS008179,USR03147,2023-02-14,TikTok,210.7,Mobile,196.0,29,73.26,55,29,18,Evening
SESS008180,USR04021,2023-10-09,Snapchat,29.9,Desktop,53.0,4,5.52,77,40,9,Afternoon
SESS008181,USR04509,2023-08-28,Pinterest,287.8,Desktop,25.0,7,2.11,26,1,1,Evening
SESS008182,USR04330,2023-09-04,Pinterest,27.0,Tablet,52.0,29,17.29,86,7,7,Evening
SESS008183,USR02076,2023-09-29,YouTube,35.5,Tablet,142.0,24,18.67,45,8,16,Morning
SESS008184,USR04465,2023-07-21,YouTube,37.1,Tablet,69.0,26,57.87,71,3,2,Morning
SESS008185,USR00251,2023-05-04,Twitter/X,47.4,Tablet,143.0,7,43.53,64,28,8,Late Night
SESS008186,USR03081,2023-05-13,Pinterest,69.4,Desktop,189.0,17,86.27,96,32,19,Late Night
SESS008187,USR00792,2023-11-18,Pinterest,18.2,Desktop,61.0,21,126.21,96,37,20,Evening
SESS008188,USR04407,2023-02-04,LinkedIn,,Mobile,,21,,10,26,9,Late Night
SESS008189,USR04394,2023-05-21,Snapchat,59.8,Mobile,59.0,10,15.6,36,15,1,Late Night
SESS008190,USR00014,2023-05-26,Pinterest,69.8,Mobile,24.0,8,40.48,52,42,11,Morning
SESS008191,USR04900,2023-10-14,Twitter/X,124.6,Mobile,57.0,27,53.9,75,17,20,Afternoon
SESS008192,USR03014,2023-09-02,Pinterest,68.1,Tablet,146.0,5,65.64,73,49,13,Morning
SESS008193,USR04176,2023-12-07,YouTube,73.3,Mobile,6.0,25,150.8,72,38,18,Late Night
SESS008194,USR02889,2023-09-06,Twitter/X,75.8,Tablet,18.0,6,76.15,96,1,16,Afternoon
SESS008195,USR01672,2023-08-14,YouTube,56.5,Desktop,156.0,14,162.75,3,28,7,Evening
SESS008196,USR01021,2023-06-03,Pinterest,31.6,Desktop,165.0,26,32.73,2,9,12,Afternoon
SESS008197,USR04122,2023-08-16,Instagram,17.6,Mobile,76.0,28,192.18,79,6,6,Evening
SESS008198,USR02673,2023-07-28,LinkedIn,14.5,Desktop,161.0,29,45.99,12,45,13,Morning
SESS008199,USR04570,2023-04-11,LinkedIn,76.9,Desktop,135.0,25,42.53,20,28,17,Late Night
SESS008200,USR03324,2023-10-27,Pinterest,,Desktop,,23,,34,41,6,Late Night
SESS008201,USR03171,2023-08-17,Snapchat,64.9,Mobile,79.0,1,130.94,19,45,16,Afternoon
SESS008202,USR03184,2023-12-04,LinkedIn,179.6,Tablet,138.0,27,29.25,55,29,12,Late Night
SESS008203,USR01841,2023-02-09,YouTube,168.2,Mobile,195.0,7,0.95,59,1,13,Evening
SESS008204,USR00573,2023-01-10,TikTok,119.8,Tablet,187.0,9,28.99,69,35,1,Morning
SESS008205,USR03158,2023-04-09,LinkedIn,58.1,Mobile,192.0,20,42.57,36,14,7,Morning
SESS008206,USR01944,2023-02-04,Pinterest,41.3,Desktop,180.0,30,11.48,46,27,14,Afternoon
SESS008207,USR01570,2023-09-26,Twitter/X,105.5,Desktop,179.0,4,58.69,39,36,12,Morning
SESS008208,USR01216,2023-10-02,LinkedIn,23.6,Mobile,52.0,2,14.27,14,32,6,Afternoon
SESS008209,USR00668,2023-08-13,Instagram,31.3,Desktop,161.0,18,104.81,66,24,1,Late Night
SESS008210,USR01289,2023-04-02,TikTok,33.4,Desktop,198.0,30,3.64,72,49,15,Morning
SESS008211,USR01049,2023-09-12,TikTok,114.7,Tablet,56.0,5,0.83,29,16,19,Evening
SESS008212,USR02806,2023-09-07,Instagram,102.0,Mobile,119.0,20,49.07,68,20,7,Evening
SESS008213,USR01518,2023-10-19,Instagram,77.5,Tablet,36.0,18,21.99,75,21,7,Morning
SESS008214,USR04019,2023-08-03,Snapchat,,Tablet,,2,,97,5,8,Morning
SESS008215,USR03336,2023-01-29,TikTok,21.3,Tablet,99.0,11,4.11,3,15,9,Late Night
SESS008216,USR03769,2023-07-29,Twitter/X,50.0,Mobile,59.0,1,22.75,99,35,3,Morning
SESS008217,USR01954,2023-12-08,YouTube,54.3,Desktop,21.0,18,4.28,69,39,2,Late Night
SESS008218,USR04840,2023-10-04,Facebook,,Tablet,,9,,36,36,9,Evening
SESS008219,USR03785,2023-09-16,Twitter/X,144.7,Tablet,100.0,4,38.16,67,23,19,Afternoon
SESS008220,USR04401,2023-09-25,TikTok,50.8,Tablet,23.0,16,138.71,22,23,11,Afternoon
SESS008221,USR01837,2023-12-09,Instagram,5.9,Mobile,48.0,8,29.21,13,14,1,Late Night
SESS008222,USR03108,2023-07-15,Twitter/X,73.4,Desktop,13.0,29,3.49,2,31,12,Morning
SESS008223,USR04676,2023-08-13,Twitter/X,40.5,Tablet,15.0,22,30.38,73,5,6,Late Night
SESS008224,USR02412,2023-12-08,Twitter/X,27.7,Tablet,91.0,22,10.55,53,17,4,Late Night
SESS008225,USR03740,2023-05-25,Twitter/X,33.1,Tablet,68.0,22,34.65,69,30,0,Morning
SESS008226,USR00076,2023-03-31,Twitter/X,41.4,Tablet,80.0,6,0.78,46,43,15,Morning
SESS008227,USR01241,2023-01-05,Pinterest,25.8,Mobile,178.0,7,40.78,37,8,0,Evening
SESS008228,USR02330,2023-06-19,Pinterest,50.1,Mobile,84.0,14,60.17,20,39,5,Evening
SESS008229,USR01115,2023-12-18,Snapchat,118.4,Tablet,164.0,28,123.29,68,2,11,Afternoon
SESS008230,USR03689,2023-12-26,Facebook,80.4,Tablet,34.0,4,101.07,82,39,8,Afternoon
SESS008231,USR04014,2023-01-16,Instagram,41.3,Mobile,189.0,27,18.56,16,8,13,Morning
SESS008232,USR01663,2023-12-07,TikTok,95.3,Tablet,131.0,17,5.83,22,28,7,Morning
SESS008233,USR02780,2023-06-16,Instagram,46.5,Desktop,74.0,19,12.71,8,17,12,Late Night
SESS008234,USR03245,2023-08-29,LinkedIn,1840.8,Tablet,92.0,25,93.36,72,4,14,Afternoon
SESS008235,USR04172,2023-10-01,Pinterest,14.5,Mobile,108.0,23,5.73,68,36,16,Afternoon
SESS008236,USR04158,2023-06-01,LinkedIn,55.9,Tablet,180.0,26,87.83,1,38,14,Late Night
SESS008237,USR03884,2023-07-26,TikTok,194.6,Mobile,14.0,14,38.4,32,18,12,Evening
SESS008238,USR00884,2023-03-31,Facebook,59.6,Desktop,120.0,18,7.16,69,2,20,Late Night
SESS008239,USR04641,2023-03-15,Instagram,15.2,Desktop,175.0,20,8.21,59,7,14,Late Night
SESS008240,USR04758,2023-02-05,Snapchat,232.0,Desktop,197.0,26,86.74,6,4,7,Late Night
SESS008241,USR03498,2023-07-27,Snapchat,46.9,Tablet,55.0,22,16.66,10,10,9,Late Night
SESS008242,USR00049,2023-04-18,Snapchat,38.6,Desktop,89.0,26,127.18,29,21,17,Afternoon
SESS008243,USR03475,2023-05-15,Snapchat,65.1,Tablet,68.0,6,95.41,100,40,8,Morning
SESS008244,USR03870,2023-07-28,TikTok,45.5,Mobile,40.0,23,5.42,24,27,6,Afternoon
SESS008245,USR02996,2023-06-19,Twitter/X,90.7,Tablet,89.0,2,189.14,44,3,9,Late Night
SESS008246,USR00864,2023-02-17,Facebook,87.4,Tablet,61.0,14,153.78,100,33,0,Morning
SESS008247,USR04959,2023-09-30,Facebook,72.3,Mobile,60.0,26,13.91,86,9,0,Evening
SESS008248,USR04342,2023-07-27,Twitter/X,52.0,Tablet,199.0,25,121.44,99,26,14,Evening
SESS008249,USR02089,2023-06-12,Twitter/X,42.7,Desktop,42.0,24,39.56,20,45,16,Morning
SESS008250,USR04853,2023-02-28,Facebook,,Tablet,,4,,39,30,17,Late Night
SESS008251,USR01852,2023-06-27,Facebook,18.3,Mobile,195.0,16,61.52,56,2,5,Evening
SESS008252,USR03761,2023-04-30,Instagram,37.0,Mobile,92.0,10,28.66,23,36,15,Afternoon
SESS008253,USR01753,2023-02-13,LinkedIn,76.2,Mobile,111.0,21,82.52,49,0,13,Morning
SESS008254,USR00939,2023-03-09,LinkedIn,41.8,Tablet,126.0,24,104.46,57,0,11,Evening
SESS008255,USR00976,2023-02-02,Facebook,158.4,Mobile,74.0,12,1.52,32,16,17,Late Night
SESS008256,USR02896,2023-05-31,Twitter/X,55.2,Mobile,35.0,10,26.58,9,17,16,Morning
SESS008257,USR00417,2023-02-06,YouTube,62.1,Mobile,157.0,4,21.67,77,31,8,Morning
SESS008258,USR03402,2023-12-13,Twitter/X,10.5,Desktop,66.0,17,23.63,82,26,17,Evening
SESS008259,USR02532,2023-04-30,Instagram,69.1,Desktop,64.0,24,61.79,47,43,0,Evening
SESS008260,USR01611,2023-12-31,Twitter/X,12.3,Tablet,59.0,19,16.72,58,39,15,Morning
SESS008261,USR00238,2023-09-24,Instagram,16.6,Mobile,145.0,13,29.75,100,45,13,Evening
SESS008262,USR03668,2023-03-06,Pinterest,38.1,Desktop,99.0,24,21.74,74,10,13,Evening
SESS008263,USR02909,2023-11-18,Pinterest,40.7,Tablet,14.0,28,188.45,6,8,11,Morning
SESS008264,USR01986,2023-11-12,Twitter/X,23.7,Desktop,24.0,30,82.42,27,49,2,Evening
SESS008265,USR04727,2023-09-14,LinkedIn,58.0,Tablet,12.0,22,127.6,3,11,18,Evening
SESS008266,USR03006,2023-11-25,Twitter/X,38.0,Tablet,89.0,6,182.0,75,44,0,Afternoon
SESS008267,USR02121,2023-09-05,Snapchat,46.6,Desktop,36.0,14,50.83,4,49,13,Late Night
SESS008268,USR03111,2023-11-16,Pinterest,55.2,Tablet,13.0,5,34.27,64,11,14,Evening
SESS008269,USR00663,2023-01-25,Twitter/X,19.8,Desktop,76.0,20,3.38,66,5,15,Morning
SESS008270,USR03137,2023-09-30,TikTok,23.9,Desktop,152.0,17,24.2,71,21,4,Evening
SESS008271,USR00818,2023-08-09,YouTube,14.2,Tablet,186.0,27,4.89,13,26,11,Late Night
SESS008272,USR02637,2023-12-05,Twitter/X,73.4,Tablet,52.0,28,42.47,70,12,9,Late Night
SESS008273,USR04817,2023-09-18,YouTube,35.2,Mobile,173.0,28,113.27,23,48,9,Late Night
SESS008274,USR01963,2023-08-07,LinkedIn,21.9,Mobile,26.0,1,75.05,97,46,2,Evening
SESS008275,USR01866,2023-06-11,YouTube,90.6,Tablet,184.0,2,34.51,25,21,18,Morning
SESS008276,USR04878,2023-02-25,LinkedIn,33.3,Desktop,175.0,29,5.48,27,22,16,Evening
SESS008277,USR01747,2023-11-24,TikTok,27.6,Desktop,135.0,2,52.27,47,15,8,Evening
SESS008278,USR03075,2023-05-10,Instagram,226.4,Desktop,136.0,20,30.24,35,43,1,Morning
SESS008279,USR02594,2023-08-12,LinkedIn,249.2,Desktop,147.0,18,77.91,69,4,0,Late Night
SESS008280,USR03956,2023-07-29,Facebook,360.2,Tablet,30.0,25,157.56,9,1,12,Morning
SESS008281,USR02914,2023-01-28,YouTube,105.7,Desktop,34.0,13,10.22,72,40,7,Late Night
SESS008282,USR04181,2023-02-22,Pinterest,249.2,Mobile,140.0,24,115.46,54,46,6,Evening
SESS008283,USR04696,2023-09-11,YouTube,10.9,Desktop,175.0,7,168.22,88,33,6,Late Night
SESS008284,USR03093,2023-01-08,TikTok,46.7,Desktop,169.0,3,88.55,92,20,3,Evening
SESS008285,USR02442,2023-06-29,Pinterest,22.9,Tablet,154.0,8,71.49,34,25,6,Evening
SESS008286,USR02722,2023-10-18,Twitter/X,55.8,Tablet,186.0,4,34.31,70,23,13,Late Night
SESS008287,USR04177,2023-05-02,Twitter/X,62.7,Desktop,58.0,8,11.92,53,18,5,Evening
SESS008288,USR04167,2023-11-11,Facebook,27.6,Tablet,46.0,10,53.72,6,3,8,Late Night
SESS008289,USR00826,2023-08-01,Facebook,23.3,Tablet,109.0,1,46.6,92,17,3,Late Night
SESS008290,USR01795,2023-08-26,Twitter/X,67.7,Mobile,187.0,7,22.79,0,34,9,Evening
SESS008291,USR04349,2023-01-19,LinkedIn,26.5,Tablet,158.0,2,41.8,97,38,1,Morning
SESS008292,USR04212,2023-02-24,YouTube,37.9,Desktop,116.0,27,54.46,1,7,13,Afternoon
SESS008293,USR00193,2023-12-19,Facebook,59.6,Desktop,196.0,2,90.87,24,48,18,Morning
SESS008294,USR03237,2023-06-21,TikTok,70.5,Tablet,126.0,17,175.15,80,16,15,Evening
SESS008295,USR04365,2023-07-09,TikTok,45.4,Mobile,91.0,23,66.55,6,44,15,Afternoon
SESS008296,USR04194,2023-12-21,Instagram,96.9,Tablet,21.0,9,77.6,22,30,10,Evening
SESS008297,USR04535,2023-03-26,TikTok,72.9,Mobile,140.0,27,60.27,59,18,15,Morning
SESS008298,USR01691,2023-04-05,Pinterest,35.6,Mobile,174.0,11,1.61,69,8,2,Evening
SESS008299,USR01369,2023-07-18,Snapchat,78.5,Tablet,103.0,6,0.15,26,6,2,Afternoon
SESS008300,USR00207,2023-06-07,YouTube,17.1,Tablet,6.0,10,152.06,50,40,13,Late Night
SESS008301,USR03195,2023-02-09,Pinterest,89.9,Desktop,95.0,14,13.07,82,6,10,Afternoon
SESS008302,USR02128,2023-03-10,LinkedIn,39.3,Desktop,199.0,14,43.3,95,50,16,Morning
SESS008303,USR02333,2023-05-15,Facebook,42.0,Mobile,102.0,9,19.61,13,44,16,Morning
SESS008304,USR01717,2023-07-17,Instagram,60.9,Desktop,18.0,23,8.12,39,45,15,Morning
SESS008305,USR03487,2023-07-11,Twitter/X,67.9,Tablet,102.0,22,21.49,85,31,2,Late Night
SESS008306,USR02294,2023-06-21,Twitter/X,40.9,Desktop,182.0,30,8.3,26,24,15,Morning
SESS008307,USR03331,2023-03-20,Snapchat,71.7,Tablet,98.0,7,7.27,81,50,5,Late Night
SESS008308,USR00217,2023-12-19,YouTube,52.3,Tablet,188.0,9,64.38,21,22,12,Morning
SESS008309,USR02664,2023-12-03,LinkedIn,19.5,Desktop,91.0,28,26.89,93,34,7,Evening
SESS008310,USR01770,2023-11-04,YouTube,24.8,Mobile,193.0,19,3.92,57,15,17,Evening
SESS008311,USR03165,2023-07-04,Pinterest,14.6,Mobile,65.0,19,36.67,80,25,2,Late Night
SESS008312,USR03446,2023-09-06,Facebook,31.7,Tablet,115.0,11,101.06,16,13,0,Late Night
SESS008313,USR02492,2023-10-15,TikTok,345.1,Mobile,43.0,12,11.77,4,42,4,Evening
SESS008314,USR03134,2023-08-20,YouTube,17.4,Mobile,55.0,3,13.7,4,26,0,Late Night
SESS008315,USR01831,2023-04-11,Twitter/X,51.0,Tablet,81.0,29,38.41,36,38,16,Morning
SESS008316,USR01089,2023-06-12,Snapchat,72.6,Mobile,28.0,11,84.18,39,33,16,Late Night
SESS008317,USR02874,2023-02-28,Facebook,51.8,Desktop,0.0,11,6.67,52,28,15,Late Night
SESS008318,USR02770,2023-07-14,Pinterest,90.5,Mobile,145.0,8,44.34,1,26,10,Late Night
SESS008319,USR04745,2023-10-06,YouTube,73.4,Mobile,26.0,6,12.98,7,39,0,Afternoon
SESS008320,USR02565,2023-05-03,Twitter/X,71.1,Desktop,52.0,1,18.4,44,44,11,Late Night
SESS008321,USR00379,2023-03-13,YouTube,69.4,Tablet,74.0,6,14.96,73,21,3,Evening
SESS008322,USR01037,2023-01-03,YouTube,44.2,Tablet,40.0,12,47.84,76,47,9,Late Night
SESS008323,USR02206,2023-04-03,Snapchat,60.1,Desktop,104.0,19,98.27,22,16,11,Late Night
SESS008324,USR00982,2023-03-23,YouTube,82.6,Tablet,196.0,29,24.79,60,42,9,Afternoon
SESS008325,USR03623,2023-08-26,Pinterest,51.9,Tablet,18.0,11,69.32,40,8,0,Morning
SESS008326,USR01965,2023-03-05,Instagram,91.0,Desktop,167.0,12,33.5,29,5,14,Afternoon
SESS008327,USR01478,2023-02-12,Snapchat,167.9,Tablet,106.0,18,12.5,14,10,17,Morning
SESS008328,USR02699,2023-04-20,YouTube,60.6,Desktop,140.0,30,129.01,54,37,13,Late Night
SESS008329,USR04074,2023-12-01,TikTok,139.0,Mobile,71.0,10,9.98,1,26,17,Late Night
SESS008330,USR02605,2023-02-11,Snapchat,19.5,Mobile,123.0,5,15.64,36,29,14,Late Night
SESS008331,USR04967,2023-09-14,Pinterest,24.1,Desktop,76.0,24,25.91,74,30,8,Morning
SESS008332,USR00713,2023-01-26,TikTok,40.1,Mobile,40.0,6,61.8,20,16,11,Morning
SESS008333,USR02572,2023-01-31,YouTube,88.2,Mobile,110.0,22,19.71,1,27,19,Evening
